s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
108.8935350, 89639.9583335, 43158.0768077, 2.2559295, 0.0182768, 8.9852904, -0.0654506
109.6872575, 89639.4517014, 43158.6878063, 2.2701273, 0.0174585, 8.9809547, -0.1179299
110.4728096, 89638.9420035, 43159.2855522, 2.2834478, 0.0164174, 8.9645388, -0.1116180
111.2521299, 89638.4287804, 43159.8720179, 2.2957693, 0.0151694, 8.9614849, 0.0375723
112.0271237, 89637.9115726, 43160.4491761, 2.3069822, 0.0137376, 8.9710509, 0.1526752
112.7996644, 89637.3899208, 43161.0189993, 2.3169915, 0.0121514, 8.9878113, 0.1969831
113.5715948, 89636.8633653, 43161.5834601, 2.3257194, 0.0104449, 9.0049000, 0.3453642
114.3447299, 89636.3314470, 43162.1445311, 2.3331068, 0.0086553, 9.0469869, 0.4066557
115.1208597, 89635.7937062, 43162.7041848, 2.3391138, 0.0068214, 9.0745942, 0.2537275
115.9017534, 89635.2496835, 43163.2643940, 2.3437205, 0.0049814, 9.0905496, 0.1443383
116.6891630, 89634.6989196, 43163.8271311, 2.3469263, 0.0031720, 9.0995050, 0.1221577
117.4848283, 89634.1409549, 43164.3943688, 2.3487491, 0.0014264, 9.1117979, 0.1591015
118.2904805, 89633.5753301, 43164.9680796, 2.3492239, -0.0002264, 9.1274605, 0.2191573
119.1078476, 89633.0015857, 43165.5502362, 2.3484010, -0.0017621, 9.1507516, 0.3254051
119.9386579, 89632.4192622, 43166.1428111, 2.3463438, -0.0031621, 9.1860321, 0.4217075
120.7846440, 89631.8279002, 43166.7477770, 2.3431270, -0.0044131, 9.2277023, 0.4583951
121.6475470, 89631.2270403, 43167.3671063, 2.3388338, -0.0055071, 9.2709158, 0.4787268
122.5291184, 89630.6162231, 43168.0027718, 2.3335538, -0.0064533, 9.3177649, 0.4429961
123.4300365, 89629.9958082, 43168.6560241, 2.3270567, -0.0079616, 9.3557015, 0.3649090
124.3468820, 89629.3692568, 43169.3253813, 2.3190610, -0.0094840, 9.3886836, 0.3139890
125.2752930, 89628.7407640, 43170.0087142, 2.3095203, -0.0110840, 9.4174270, 0.1989090
126.2109481, 89628.1145250, 43170.7038942, 2.2983484, -0.0128233, 9.4280930, 0.0885673
127.1495751, 89627.4947350, 43171.4087921, 2.2854180, -0.0147681, 9.4350374, 0.1276291
128.0869633, 89626.8855891, 43172.1212791, 2.2705572, -0.0169934, 9.4534548, 0.2222309
129.0189765, 89626.2912824, 43172.8392263, 2.2535436, -0.0195895, 9.4789667, 0.2085704
129.9415711, 89625.7160100, 43173.5605048, 2.2340948, -0.0226686, 9.4942846, 0.1419317
130.8508180, 89625.1639673, 43174.2829856, 2.2118569, -0.0263742, 9.5063559, 0.1415258
131.7429304, 89624.6393492, 43175.0045399, 2.1863878, -0.0308923, 9.5210985, 0.1742409
132.6143017, 89624.1463509, 43175.7230387, 2.1571369, -0.0364674, 9.5386238, 0.1420466
133.4615525, 89623.6891676, 43176.4363531, 2.1234177, -0.0434226, 9.5467044, -0.0118613
134.2815958, 89623.2719945, 43177.1423542, 2.0843761, -0.0521839, 9.5365503, -0.2400577
135.0717220, 89622.8990266, 43177.8389131, 2.0389513, -0.0633082, 9.5061295, -0.4609518
135.8297142, 89622.5744592, 43178.5239009, 1.9858366, -0.0775028, 9.4614256, -0.5955373
136.5540042, 89622.3024873, 43179.1951886, 1.9234475, -0.0956181, 9.4128099, -0.9354241
137.2438803, 89622.0873062, 43179.8506474, 1.8499212, -0.1185561, 9.3205625, -1.3650850
137.8997642, 89621.9331109, 43180.4881483, 1.7631963, -0.1469969, 9.2155758, -1.1909158
138.5235620, 89621.8440967, 43181.1055624, 1.6612508, -0.1807923, 9.1555938, -1.2876262
139.1190843, 89621.8244586, 43181.7007608, 1.5426088, -0.2179312, 9.0436043, -1.6667823
139.6924802, 89621.8783919, 43182.2716146, 1.4071791, -0.2533942, 8.9402592, -1.5240664
140.2525647, 89622.0100916, 43182.8159949, 1.2572631, -0.2791157, 8.8505243, -1.1924804
140.8108460, 89622.2237529, 43183.3317727, 1.0981522, -0.2867355, 8.7898223, -0.8415180
141.3810749, 89622.5235710, 43183.8168192, 0.9375171, -0.2726313, 8.7425658, -0.6804105
141.9783227, 89622.9137410, 43184.2690054, 0.7834505, -0.2408187, 8.6989798, -0.5066218
142.6175779, 89623.3981037, 43184.6861864, 0.6439568, -0.1916621, 8.6706158, -0.2885298
143.3067415, 89623.9732319, 43185.0658890, 0.5281206, -0.1476112, 8.6548063, -0.1956072
144.0450573, 89624.6288907, 43185.4053321, 0.4309803, -0.1177172, 8.6383522, -0.1919030
144.8289429, 89625.3545828, 43185.7017232, 0.3471197, -0.0977228, 8.6209885, -0.1863783
