s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
134.4289636, 89622.4219071, 43177.3140218, 2.0392381, -0.1176277, 8.0099198, -0.1772009
135.3505296, 89622.0524444, 43178.1582855, 1.9210964, -0.1281038, 7.9875759, -0.2444559
136.2714004, 89621.7908442, 43179.0412172, 1.7953159, -0.1399516, 7.9552789, -0.3448832
137.0730831, 89621.6698273, 43179.8337133, 1.6578577, -0.1482769, 7.9079765, -0.4030095
138.0050563, 89621.6403698, 43180.7652208, 1.5235250, -0.1525459, 7.8604404, -0.3920270
138.9776392, 89621.7595565, 43181.7304732, 1.3669130, -0.1539387, 7.8157257, -0.4046232
139.9098334, 89622.0247168, 43182.6241599, 1.2049212, -0.1513422, 7.7633328, -0.4263669
140.8808769, 89622.4385123, 43183.5026238, 1.0638703, -0.1482080, 7.7114386, -0.3972456
141.7760587, 89622.9285683, 43184.2517537, 0.9313603, -0.1452930, 7.6672015, -0.3672594
142.6741664, 89623.5067171, 43184.9390246, 0.8089713, -0.1396848, 7.6239679, -0.3759178
143.5768862, 89624.1691666, 43185.5522650, 0.6888908, -0.1343035, 7.5782956, -0.3743038
144.4511502, 89624.8760848, 43186.0666619, 0.5693738, -0.1293769, 7.5356836, -0.3284030
145.3494476, 89625.6595001, 43186.5062057, 0.4542787, -0.1262718, 7.5003333, -0.2990698
146.2391335, 89626.4800907, 43186.8499671, 0.3404967, -0.1247581, 7.4639974, -0.2910338
147.1498962, 89627.3539645, 43187.1065474, 0.2354241, -0.1230232, 7.4303112, -0.2698670
148.1066121, 89628.2938814, 43187.2850450, 0.1311547, -0.1210043, 7.3987227, -0.2279403
148.9987246, 89629.1837755, 43187.3479212, 0.0128166, -0.1164466, 7.3758194, -0.1994164
149.8942274, 89630.0783843, 43187.3079176, -0.0905945, -0.1109804, 7.3520788, -0.1690752
150.6082859, 89630.7846178, 43187.2024956, -0.1846600, -0.1047573, 7.3370781, -0.1126928
151.3441397, 89631.5027261, 43187.0418677, -0.2620107, -0.0943592, 7.3268528, -0.0743479
152.2125032, 89632.3329297, 43186.7872759, -0.3388330, -0.0817133, 7.3207870, -0.0646872
153.1260212, 89633.1819349, 43186.4500736, -0.4104276, -0.0665965, 7.3123802, -0.0626404
153.9837041, 89633.9561272, 43186.0809582, -0.4602258, -0.0487547, 7.3067066, -0.0500548
154.7679193, 89634.6528081, 43185.7209175, -0.4886116, -0.0295669, 7.3011215, -0.0414567
155.4178011, 89635.2223108, 43185.4078473, -0.5111736, -0.0095910, 7.2974870, -0.0867320
156.3520020, 89636.0343640, 43184.9460021, -0.5153383, 0.0093796, 7.2830117, -0.0804425
157.0898876, 89636.6772340, 43184.5837959, -0.5000256, 0.0262440, 7.2809455, -0.0319264
157.8173652, 89637.3202119, 43184.2434974, -0.4593473, 0.0424966, 7.2776119, -0.0432894
158.7229423, 89638.1405673, 43183.8599784, -0.4076943, 0.0577398, 7.2727957, -0.0774305
159.5826277, 89638.9400402, 43183.5439054, -0.3459161, 0.0714310, 7.2613181, -0.0626800
160.4908378, 89639.8030060, 43183.2608233, -0.2831766, 0.0805122, 7.2578377, -0.0770940
161.3626310, 89640.6481340, 43183.0468556, -0.2066441, 0.0858320, 7.2424997, -0.1301281
162.2544237, 89641.5276312, 43182.8992787, -0.1247530, 0.0895054, 7.2262202, -0.1276062
163.0554250, 89642.3261625, 43182.8364237, -0.0331233, 0.0909632, 7.2115698, -0.1042066
163.9487790, 89643.2194907, 43182.8432183, 0.0476950, 0.0901336, 7.2009238, -0.0637476
164.7743625, 89644.0416524, 43182.9183060, 0.1280745, 0.0861575, 7.1962505, 0.0064571
165.6317052, 89644.8875333, 43183.0580278, 0.1991093, 0.0786325, 7.2023778, 0.0778146
166.4854020, 89645.7178314, 43183.2565302, 0.2660487, 0.0696477, 7.2148107, 0.1136928
167.3474299, 89646.5420870, 43183.5089082, 0.3233878, 0.0592434, 7.2292451, 0.1588514
168.1872603, 89647.3309015, 43183.7971562, 0.3715607, 0.0458852, 7.2515985, 0.2285650
169.0206874, 89648.1008110, 43184.1162802, 0.4067664, 0.0318392, 7.2797984, 0.2652954
169.7441360, 89648.7605864, 43184.4130533, 0.4320996, 0.0173203, 7.3090082, 0.2753243
170.4883504, 89649.4335216, 43184.7308792, 0.4375101, 0.0028606, 7.3394114, 0.2844833
171.3363696, 89650.2028378, 43185.0876554, 0.4264682, -0.0125714, 7.3708059, 0.3062955
172.2034720, 89650.9949778, 43185.4403320, 0.4071796, -0.0298515, 7.4073144, 0.2935747
173.1026909, 89651.8246402, 43185.7871098, 0.3748958, -0.0469479, 7.4375078, 0.2836150
174.0173796, 89652.6825356, 43186.1043965, 0.3360390, -0.0627253, 7.4721754, 0.2975151
174.7997493, 89653.4264688, 43186.3466068, 0.2761368, -0.0786456, 7.5055140, 0.3077048
175.6903375, 89654.2910606, 43186.5602145, 0.1987306, -0.0945986, 7.5427943, 0.2882748
176.5772132, 89655.1672948, 43186.6971896, 0.1006513, -0.1109160, 7.5715534, 0.2543239
177.4929485, 89656.0819775, 43186.7410837, -0.0067276, -0.1267079, 7.6018262, 0.1722556
178.3620935, 89656.9493241, 43186.6852007, -0.1298242, -0.1407791, 7.6123621, 0.0264698
179.3080102, 89657.8782207, 43186.5065688, -0.2624128, -0.1537574, 7.6079788, -0.1002160
180.2287551, 89658.7472284, 43186.2022714, -0.4162476, -0.1678239, 7.5882925, -0.2334028
181.1650086, 89659.5713896, 43185.7580540, -0.5757576, -0.1814468, 7.5519796, -0.3389925
182.0405537, 89660.2615469, 43185.2192943, -0.7434109, -0.1937421, 7.5085521, -0.3986674
182.9189065, 89660.8583693, 43184.5748514, -0.9082550, -0.2044564, 7.4612380, -0.4990385
183.6714675, 89661.2605784, 43183.9387886, -1.0898874, -0.2099486, 7.4012963, -0.5944637
184.4537195, 89661.5660025, 43183.2186259, -1.2528006, -0.2089855, 7.3329504, -0.5920940
185.2116740, 89661.7404287, 43182.4810146, -1.4394156, -0.2018815, 7.2731685, -0.5454859
186.0746393, 89661.7774011, 43181.6188417, -1.6230863, -0.1907620, 7.2144598, -0.4936500
186.9218539, 89661.6514560, 43180.7810406, -1.7937344, -0.1777178, 7.1634085, -0.3539146
187.8085381, 89661.3950381, 43179.9322423, -1.9244940, -0.1662056, 7.1302369, -0.2131619
188.7011894, 89661.0362628, 43179.1148644, -2.0425711, -0.1534326, 7.1108834, -0.1629247
189.5826266, 89660.5901524, 43178.3546558, -2.1632987, -0.1391491, 7.0910913, -0.1548755
190.4644337, 89660.0534797, 43177.6549658, -2.2773951, -0.1271559, 7.0746780, -0.1333092
191.1377152, 89659.5823185, 43177.1740134, -2.3908870, -0.1186412, 7.0605552, -0.1091746
191.9096453, 89658.9976619, 43176.6699771, -2.4783236, -0.1104734, 7.0504346, -0.0935232
192.7458871, 89658.3164645, 43176.1849302, -2.5632792, -0.1011304, 7.0402107, -0.0745073
