s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
239.8960747, 89648.0869643, 43171.6687858, 2.3761728, 0.1367235, 9.1667000, 0.0000000
241.8952087, 89646.9338724, 43170.0458589, 2.6839664, 0.1734425, 9.1667000, 0.0000000
243.8943426, 89646.3834145, 43168.1431029, 3.0295439, 0.1617509, 9.1667000, 0.0000000
245.8934766, 89646.4754901, 43166.1460442, -2.9400604, 0.1505758, 9.1667000, 0.0000000
247.8926105, 89647.1488001, 43164.2708928, -2.6600753, 0.1315433, 9.1667000, 0.0000000
249.8917445, 89648.2915462, 43162.6341197, -2.4080552, 0.1200901, 9.1667000, 0.0000000
251.8908785, 89649.7916664, 43161.3189500, -2.1750193, 0.1140024, 9.1667000, 0.0000000
253.8900124, 89651.5513165, 43160.3762484, -1.9514333, 0.1104080, 9.1667000, 0.0000000
255.8891464, 89653.4769033, 43159.8433721, -1.7296541, 0.1119246, 9.1667000, 0.0000000
257.8882803, 89655.4659708, 43159.7536817, -1.4994988, 0.1184494, 9.1667000, 0.0000000
259.8874143, 89657.4272877, 43160.1292995, -1.2637816, 0.1180893, 9.1667000, 0.0000000
261.8865482, 89659.2382683, 43160.9472021, -1.0328436, 0.1086121, 9.1667000, 0.0000000
263.8856822, 89660.8400027, 43162.1403359, -0.8349909, 0.0864713, 9.1667000, 0.0000000
265.8848161, 89662.2185740, 43163.5855444, -0.7012578, 0.0485397, 9.1667000, 0.0000000
267.8839501, 89663.4588658, 43165.1628698, -0.6493566, -0.0033670, 9.1667000, 0.0000000
269.8830841, 89664.7044136, 43166.7227540, -0.7192334, -0.0643366, 9.1667000, 0.0000000
271.8822180, 89666.1366451, 43168.1163954, -0.8949511, -0.1123176, 9.1667000, 0.0000000
273.8813520, 89667.8263895, 43169.1557132, -1.1518275, -0.1393066, 9.1667000, 0.0000000
275.8804859, 89669.7434879, 43169.6946817, -1.4455178, -0.1471287, 9.1667000, 0.0000000
277.8796199, 89671.7356532, 43169.6638367, -1.7226714, -0.1339966, 9.1667000, 0.0000000
279.8787538, 89673.6519646, 43169.1043419, -1.9820762, -0.1208424, 9.1667000, 0.0000000
281.8778878, 89675.3792821, 43168.0985870, -2.2098896, -0.1078496, 9.1667000, 0.0000000
283.8770217, 89676.8494566, 43166.7485803, -2.4135670, -0.0966306, 9.1667000, 0.0000000
285.8761557, 89678.0327819, 43165.1385425, -2.5997611, -0.0898372, 9.1667000, 0.0000000
287.8752897, 89678.9072372, 43163.3456270, -2.7744646, -0.0856258, 9.1667000, 0.0000000
289.8744236, 89679.4646183, 43161.4257704, -2.9426508, -0.0827773, 9.1667000, 0.0000000
291.8735576, 89679.6968753, 43159.4420190, -3.1072665, -0.0822530, 9.1667000, 0.0000000
293.8726915, 89679.6008716, 43157.4502714, 3.0103584, -0.0839986, 9.1667000, 0.0000000
295.8718255, 89679.1717233, 43155.4976350, 2.8389175, -0.0876841, 9.1667000, 0.0000000
297.8709594, 89678.4093447, 43153.6536986, 2.6581326, -0.0938741, 9.1667000, 0.0000000
299.8700934, 89677.3160774, 43151.9855744, 2.4616298, -0.1031708, 9.1667000, 0.0000000
301.8692274, 89675.9077720, 43150.5718053, 2.2540714, -0.1050961, 9.1667000, 0.0000000
303.8683613, 89674.2381056, 43149.4831350, 2.0463418, -0.0949090, 9.1667000, 0.0000000
305.8674953, 89672.3885396, 43148.7244958, 1.8819716, -0.0702959, 9.1667000, 0.0000000
307.8666292, 89670.4528225, 43148.2288341, 1.7709921, -0.0404850, 9.1667000, 0.0000000
309.8657632, 89668.4813436, 43147.8910347, 1.7203157, -0.0094218, 9.1667000, 0.0000000
311.8648971, 89666.5061516, 43147.5903370, 1.7344385, 0.0236249, 9.1667000, 0.0000000
313.8640311, 89664.5454047, 43147.1985514, 1.8115141, 0.0534815, 9.1667000, 0.0000000
315.8631650, 89662.6397867, 43146.6005068, 1.9483455, 0.0839649, 9.1667000, 0.0000000
317.8622990, 89660.8634186, 43145.6921811, 2.1499100, 0.1176187, 9.1667000, 0.0000000
319.8614330, 89659.3356102, 43144.4091783, 2.3911600, 0.1253859, 9.1667000, 0.0000000
321.8605669, 89658.1754371, 43142.7899197, 2.6465498, 0.1184548, 9.1667000, 0.0000000
323.8597009, 89657.4229019, 43140.9405834, 2.8546203, 0.0913010, 9.1667000, 0.0000000
325.8588348, 89657.0140883, 43138.9862592, 3.0052320, 0.0588568, 9.1667000, 0.0000000
327.8579688, 89656.8380434, 43136.9961938, 3.0915277, 0.0289032, 9.1667000, 0.0000000
329.8571027, 89656.7776255, 43134.9967806, 3.1222285, 0.0018750, 9.1667000, 0.0000000
331.8562367, 89656.7243557, 43132.9974610, 3.0985127, -0.0256474, 9.1667000, 0.0000000
333.8553706, 89656.5688227, 43131.0047263, 3.0200584, -0.0521565, 9.1667000, 0.0000000
335.8545046, 89656.2072879, 43129.0410783, 2.8906236, -0.0771282, 9.1667000, 0.0000000
