s_m,x_m,y_m,psi_rad,kappa_radpm,vx_mps,ax_mps2
276.1811284,89674.8718454,43168.0326143,-6.9611576,-0.0916284,8.5514206,0
277.1802716,89675.6200338,43167.3704201,-7.0526436,-0.0899688,8.5923996,0
278.1781312,89676.3049006,43166.6446920,-7.1408894,-0.0853633,8.6387459,0
279.1731520,89676.9226924,43165.8646921,-7.2228175,-0.0789687,8.6916079,0
280.1695882,89677.4790598,43165.0380481,-7.2981965,-0.0764090,8.7328896,0
281.1535027,89677.9676282,43164.1840056,-7.3741758,-0.0782276,8.7518850,0
282.1462915,89678.3901603,43163.2856202,-7.4528628,-0.0782300,8.7735726,0
283.1392347,89678.7423686,43162.3572424,-7.5295641,-0.0779003,8.7970730,0
284.1329248,89679.0228969,43161.4039722,-7.6076703,-0.0804557,8.8233807,0
285.1163765,89679.2248601,43160.4414816,-7.6886409,-0.0850983,8.8493627,0
286.0765599,89679.3444092,43159.4887697,-7.7729982,-0.0890011,8.8671166,0
287.0399096,89679.3800371,43158.5260790,-7.8598749,-0.0888281,8.8949904,0
288.0071027,89679.3327125,43157.5600444,-7.9445233,-0.0847118,8.9316825,0
288.9490794,89679.2096204,43156.6261448,-8.0217772,-0.0831701,8.9610141,0
289.8875978,89679.0191136,43155.7071649,-8.1010024,-0.0914655,8.9882277,0
290.8280883,89678.7504270,43154.8058715,-8.1937403,-0.1026146,8.9972641,0
291.7568491,89678.3980370,43153.9465590,-8.2927466,-0.1072949,9.0088856,0
292.6711028,89677.9697144,43153.1388465,-8.3915547,-0.1111916,9.0153061,0
293.5878274,89677.4614413,43152.3759294,-8.4964697,-0.1149276,9.0033690,0
294.4936163,89676.8802567,43151.6811792,-8.6010258,-0.1139543,8.9900550,0
295.3924993,89676.2372705,43151.0530394,-8.7022710,-0.1129094,8.9863052,0
296.2910525,89675.5336987,43150.4941257,-8.8040482,-0.1110642,8.9928520,0
297.1953325,89674.7722982,43150.0062818,-8.9025416,-0.1053815,8.9972572,0
298.1067645,89673.9614655,43149.5900385,-8.9954175,-0.0963106,9.0056156,0
299.0196375,89673.1152028,43149.2477277,-9.0782657,-0.0825557,9.0220286,0
299.9558425,89672.2229629,43148.9642002,-9.1477286,-0.0671229,9.0538815,0
300.9161057,89671.2915232,43148.7306935,-9.2052557,-0.0513893,9.1011251,0
301.8780995,89670.3474580,43148.5458342,-9.2464911,-0.0311470,9.1577372,0
302.8555835,89669.3829252,43148.3872421,-9.2653122,-0.0096850,9.2260895,0
303.8552819,89668.3953488,43148.2320332,-9.2652133,0.0079329,9.2740732,0
304.8679180,89667.3961832,43148.0674131,-9.2491429,0.0205833,9.3056896,0
305.8725966,89666.4091850,43147.8797600,-9.2237655,0.0274049,9.3355039,0
306.8894876,89665.4155553,43147.6635025,-9.1936856,0.0337564,9.3626534,0
307.9000760,89664.4358307,43147.4156546,-9.1553713,0.0445131,9.3871605,0
308.8938043,89663.4837882,43147.1308544,-9.1046710,0.0615757,9.4102829,0
309.8618377,89662.5740395,43146.8000284,-9.0350647,0.0856271,9.4223716,0
310.8035513,89661.7178712,43146.4078544,-8.9417651,0.1071985,9.4158731,0
311.7597750,89660.8963936,43145.9184279,-8.8313612,0.1172710,9.3965934,0
312.6825377,89660.1604322,43145.3617845,-8.7214327,0.1247503,9.3779627,0
